Nom structure;Adresse;Code postal;Département;Ville;Année(s) subvention Région;Montant subvention 2000;Montant subvention 2001;Montant subvention 2002;Montant subvention 2003;Montant subvention 2004;Montant subvention 2005;Montant subvention 2006;Montant subvention 2007;Montant subvention 2008;Montant subvention 2009;Montant subvention 2010;Montant subvention 2011;Montant subvention 2012;Montant subvention 2013;wgs84
BIBLIOTHÈQUE MUSSET;20 rue Musset;75016;75;PARIS;;;;;;;;;;;;;;;;48.8420999,2.2633768
BIBLIOTHÈQUE MUNICIPALE DES DEUX RIVES;2 avenue des Vignes Benettes;78230;78;LE-PECQ;;;;;;;;;;;;;;;;48.8806767,2.0966074
MÉDIATHÈQUE MUNICIPALE;10 avenue du Maréchal Leclerc;94430;94;CHENNEVIERES-SUR-MARNE;;;;;;;;;;;;;;;;48.7963845,2.5317438
BIBLIOTHÈQUE MUNICIPALE;Place du 8 Mai 1945;78330;78;FONTENAY-LE-FLEURY;;;;;;;;;;;;;;;;48.7854533,2.0563093
MÉDIATHÈQUE ILE SAINT-PIERRE;148 rue Etienne Dolet;94140;94;ALFORTVILLE;;;;;;;;;;;;;;;;48.7860831,2.426222
MÉDIATHÈQUE MUNICIPALE ARTURO LOPEZ;68 rue de Longchamp;92200;92;NEUILLY-SUR-SEINE;;;;;;;;;;;;;;;;48.8799045,2.2527044
MÉDIATHÈQUE GEORGES BRASSENS;7 avenue du Maréchal Foch;91400;91;ORSAY;;;;;;;;;;;;;;;;48.699235,2.1892076
BIBLIOTHÈQUE MUNICIPALE;17 rue du Docteur Battesti - Mairie;77760;77;LA-CHAPELLE-LA-REINE;;;;;;;;;;;;;;;;48.3163246,2.5693974
BIBLIOTHÈQUE MICHELINE BRINON;1 rue des Vergers;77400;77;SAINT-THIBAULT-DES-VIGNES;;;;;;;;;;;;;;;;48.8690543,2.6815784
MÉDIATHÈQUE DES CITÉS UNIES;1 place Paul Desphelipon;77176;77;SAVIGNY-LE-TEMPLE;Subvention Région 2005;;;;;;659452;;;;;;;;;48.5813468,2.5829356
BIBLIOTHÈQUE ROBERT DESNOS;14 boulevard Rouget de Lisle;93100;93;MONTREUIL;;;;;;;;;;;;;;;;48.8614398,2.4406209
MÉDIATHÈQUE ANNEXE DE MONTCONSEIL;76 boulevard Henri Dunant;91107;91;CORBEIL-ESSONNES;;;;;;;;;;;;;;;;48.5982005,2.4794333
MÉDIATHÈQUE EUGÈNE DELACROIX;29 rue du Maréchal Leclerc;94410;94;SAINT-MAURICE;;;;;;;;;;;;;;;;48.8181319,2.4220989
BIBLIOTHÈQUE DE L'UNIVERSITÉ INTER AGES;6 impasse des Gendarmes;78000;78;VERSAILLES;;;;;;;;;;;;;;;;48.8004364,2.1309471
BIBLIOTHÈQUE MUNICIPALE;Grande Rue;77520;77;LUISETAINES;;;;;;;;;;;;;;;;48.467725,3.180569
BIBLIOTHÈQUE MUNICIPALE;11 avenue Galliéni;77590;77;BOIS-LE-ROI;;;;;;;;;;;;;;;;48.4748263,2.6913319
MEDIATHEQUE DE LA FERME SAINTE-GENEVIÈVE;4 rue des Labours;77700;77;MAGNY-LE-HONGRE;;;;;;;;;;;;;;;;48.8643165,2.8132275
MÉDIATHÈQUE ANNEXE DES TARTERETS;1 rue Henri Matisse;91107;91;CORBEIL-ESSONNES;;;;;;;;;;;;;;;;48.6137863,2.463625
BIBLIOTHÈQUE DE BUTRY-SUR-OISE;Place Pierre Blanchard;95430;95;BUTRY-SUR-OISE;;;;;;;;;;;;;;;;49.085028,2.195376
BIBLIOTHÈQUE MUNICIPALE HENRI MARLE;7 allée des Noisetiers;95670;95;MARLY-LA-VILLE;;;;;;;;;;;;;;;;49.0917513,2.5052926
BIBLIOTHÈQUE CHAPTAL;26 rue Chaptal;75009;75;PARIS;;;;;;;;;;;;;;;;48.8814478,2.332445
MÉDIATHÈQUE MUNICIPALE GABRIEL PERI;57 rue Gabriel Péri;92300;92;LEVALLOIS-PERRET;;;;;;;;;;;;;;;;48.8939903,2.2859913
BIBLIOTHÈQUE MUNICIPALE;26 Grande Rue;77370;77;VIEUX-CHAMPAGNE;;;;;;;;;;;;;;;;48.5786116,3.1383187
BIBLIOTHÈQUE MUNICIPALE;13 rue de l'Église;77650;77;JUTIGNY;;;;;;;;;;;;;;;;48.4987642,3.2324441
BIBLIOTHÈQUE MUNICIPALE;Place de l'Église;77650;77;CHALMAISON;;;;;;;;;;;;;;;;48.4824576,3.2513764
BIBLIOTHÈQUE MUNICIPALE;Espace mutil-culturel - Rue Georges Clemenceau;77590;77;CHARTRETTES;;;;;;;;;;;;;;;;48.4912247,2.6965154
MÉDIATHÈQUE MUNICIPALE;Espace Culturel Condorcet - 21 rue Maurice Sabatier;91170;91;VIRY-CHÂTILLON;;;;;;;;;;;;;;;;48.6718748,2.3722808
BIBLIOTHÈQUE DANIEL RENOULT;22 place Le Morillon;93100;93;MONTREUIL;;;;;;;;;;;;;;;;48.8655496,2.4797341
MÉDIATHÈQUE MUNICIPALE;Place du Souvenir;78440;78;ISSOU;;;;;;;;;;;;;;;;48.8176454,2.2617359
BIBLIOTHÈQUE MUNICIPALE GEORGE SAND;Rue Pierre de Coubertin;94510;94;LA-QUEUE-EN-BRIE;;;;;;;;;;;;;;;;48.7921377,2.5768173
BIBLIOTHÈQUE MUNICIPALE;1 rue de Chantereine - Salle polyvalente;77230;77;VINANTES;;;;;;;;;;;;;;;;49.009383,2.734706
MÉDIATHÈQUE JEAN DE LA BRUYÈRE;68 avenue de la Division Leclerc;91160;91;SAULX-LES-CHARTREUX;;;;;;;;;;;;;;;;48.6910646,2.2640875
BIBLIOTHÈQUE MUNICIPALE MARIA SOCARD BOCQUEL;2 rue René Decle;91180;91;SAINT-GERMAIN-LÈS-ARPAJON;;;;;;;;;;;;;;;;48.5954162,2.2553985
BIBLIOTHÈQUE MUNICIPALE;Rue de Corbeil;77111;77;SOIGNOLLES-EN-BRIE;;;;;;;;;;;;;;;;48.652057,2.692772
MÉDIATHÈQUE DU PILEU;43 rue de l'Effort Mutuel;91120;91;PALAISEAU;;;;;;;;;;;;;;;;48.7275589,2.2362044
BIBLIOTHÈQUE MUNICIPALE;Rue des Écoles;77230;77;ROUVRES;;;;;;;;;;;;;;;;49.0622466,2.7158866
BIBLIOTHÈQUE CARTIER BRESSON;11 rue Grande;77126;77;CHATENAY-SUR-SEINE;;;;;;;;;;;;;;;;48.4198968,3.0973416
MÉDIATHÈQUE AIMÉ CÉSAIRE;Espace culturel - 19 avenue du Général Leclerc;78320;78;LA-VERRIÈRE;Subvention Région 2004;;;;;216930;;;;;;;;;;48.7543617,1.9557721
BIBLIOTHÈQUE GUILLAUME APOLLINAIRE;22-24 rue Turgot;93600;93;AULNAY-SOUS-BOIS;;;;;;;;;;;;;;;;48.9290451,2.4832639
BIBLIOTHÈQUE INTERCOMMUNALE DIANE DE POITIERS;4 rue Sainte-Croix;91150;91;ETAMPES;;;;;;;;;;;;;;;;48.4355289,2.1608748
BIBLIOTHÈQUE MUNICIPALE;39 avenue de Longueil;78600;78;MAISONS-LAFFITTE;;;;;;;;;;;;;;;;48.9460941,2.145518
BIBLIOTHÈQUE MUNICIPALE LA MÉRIDIENNE;1 place du Général de Gaulle;94151;94;RUNGIS;;;;;;;;;;;;;;;;48.7494139,2.3499822
MÉDIATHÈQUE MARGUERITE DURAS;115 rue de Bagnolet;75020;75;PARIS;;;;;;;;;;;;;;;;48.8601599,2.4028655
MÉDIATHÈQUE SAINT-EXUPÉRY;Espace Decauville - 5 place de la Division Leclerc;78960;78;VOISINS-LE-BRETONNEUX;;;;;;;;;;;;;;;;48.758866,2.049707
BIBLIOTHÈQUE MUNICIPALE JOSEPH KESSEL;18 avenue du Général de Gaulle;95250;95;BEAUCHAMP;;;;;;;;;;;;;;;;49.0102512,2.1953692
BIBLIOTHÈQUE MUNICIPALE;20 avenue de la Malibran;77680;77;ROISSY-EN-BRIE;;;;;;;;;;;;;;;;48.7959458,2.6437503
BIBLIOTHÈQUE MUNICIPALE;Place de la Mairie;77410;77;MESSY;;;;;;;;;;;;;;;;48.9691624,2.7588909
BIBLIOTHÈQUE MUNICIPALE;11 rue Georges Villette;77250;77;ECUELLES;;;;;;;;;;;;;;;;48.3588458,2.8260115
BIBLIOTHÈQUE CLIGNANCOURT;29 rue Hermel;75018;75;PARIS;;;;;;;;;;;;;;;;48.8915812,2.3442624
BIBLIOTHÈQUE MUNICIPALE;16 rue Sadi Carnot;92170;92;VANVES;;;;;;;;;;;;;;;;48.8217804,2.2877072
BIBLIOTHÈQUE MUNICIPALE;2 rue Victor Hugo;91690;91;SACLAS;;;;;;;;;;;;;;;;48.3595501,2.1256081
BIBLIOTHÈQUE LA FERTOISE;11 rue de l'Hôtel de Ville;91590;91;LA-FERTE-ALAIS;;;;;;;;;;;;;;;;48.4820086,2.3482355
LA MAISON DU LIVRE;Rue Charles de Gaulle;91630;91;GUIBEVILLE;;;;;;;;;;;;;;;;48.569255,2.272938
BIBLIOTHÈQUE MUNICIPALE;Rue des Alouettes;91590;91;BOISSY-LE-CUTTE;;;;;;;;;;;;;;;;48.466791,2.283935
BIBLIOTHÈQUE MUNICIPALE;29 route de Rambouillet;78125;78;SAINT-HILARION;;;;;;;;;;;;;;;;48.619562,1.7327208
MÉDIATHÈQUE;Centre Saint-Exupéry - 28 rue de Paris;78560;78;LE-PORT-MARLY;;;;;;;;;;;;;;;;48.8839694,2.1086743
MÉDIATHÈQUE LUDOTHÈQUE MUNICIPALE;1 rue de la Commune;94380;94;BONNEUIL-SUR-MARNE;;;;;;;;;;;;;;;;48.7700356,2.4844649
BIBLIOTHÈQUE ANDRÉ MALRAUX;25 avenue du Maréchal-Lyautey;78300;78;POISSY;;;;;;;;;;;;;;;;48.921336,2.0279627
BIBLIOTHÈQUE DE LA MAISON POUR TOUS;Centre culturel André Malraux - 3 bis quai Voltaire;78230;78;LE-PECQ;;;;;;;;;;;;;;;;48.9019005,2.1076119
BIBLIOTHÈQUE RENOIR;27 rue Guy de Maupassant;92500;92;RUEIL-MALMAISON;;;;;;;;;;;;;;;;48.8912213,2.1683678
BIBLIOTHÈQUE MUNICIPALE;3 rue Achim d'Abos;95450;95;THÉMÉRICOURT;;;;;;;;;;;;;;;;49.0866787,1.8963993
BIBLIOTHÈQUE MUNICIPALE;3 parvis Robert Schuman;92370;92;CHAVILLE;;;;;;;;;;;;;;;;48.808026,2.192418
MÉDIATHÈQUE MUNICIPALE PABLO PICASSO;Avenue des Sablons;91350;91;GRIGNY;;;;;;;;;;;;;;;;48.6553624,2.3915565
BIBLIOTHÈQUE EST-DENIS DIDEROT DE VINCENNES;162 rue de la Jarry;94300;94;VINCENNES;;;;;;;;;;;;;;;;48.8494468,2.4518222
MÉDIATHÈQUE LES TEMPS MODERNES;7 rue du chemin vert de Boissy;95150;95;TAVERNY;;;;;;;;;;;;;;;;49.0142443,2.2115639
BIBLIOTHÈQUE MUNICIPALE;12 avenue de la Résistance;93340;93;LE-RAINCY;"Subvention Région 2000 ; Subvention Région 2003";164645;;;369536;;;;;;;;;;;48.8914553,2.5130522
BIBLIOTHÈQUE MUNICIPALE MARGUERITE YOURCENAR;1 rue Neuve;77176;77;NANDY;;;;;;;;;;;;;;;;48.5796179,2.5644967
BIBLIOTHÈQUE MUNICIPALE;Rue Charles Péguy;77124;77;CHAUCONIN-NEUFMONTIERS;;;;;;;;;;;;;;;;48.9705256,2.8400187
BIBLIOTHÈQUE MUNICIPALE;Rue Jean Satonnet - Mairie;91540;91;ECHARCON;;;;;;;;;;;;;;;;48.570058,2.404385
BIBLIOTHÈQUE;4 Grande Rue;91580;91;VILLECONIN;;;;;;;;;;;;;;;;48.513624,2.1255041
BIBLIOTHÈQUE ROMAIN ROLLAND;Avenue des Courtillères;93500;93;PANTIN;;;;;;;;;;;;;;;;48.9138702,2.4100809
BIBLIOTHÈQUE ANDRÉ MALRAUX;35 place Charles de Gaulle;93260;93;LES-LILAS;;;;;;;;;;;;;;;;48.8827373,2.4187929
MÉDIATHÈQUE DES AUNETTES;Impasse de la Juine;91000;91;EVRY;;;;;;;;;;;;;;;;48.6176642,2.4400998
BIBLIOTHÈQUE MUNICIPALE;37 rue de Caruel de Saint-Martin;78150;78;LE-CHESNAY;Subvention Région 2006;;;;;;;1118577;;;;;;;;48.8209044,2.1219033
BIBLIOTHÈQUE FAIDHERBE;18-20 rue Faidherbe;75011;75;PARIS;;;;;;;;;;;;;;;;48.8516688,2.3840285
BIBLIOTHÈQUE MUNICIPALE;1 rue de la Mairie;95450;95;SAGY;;;;;;;;;;;;;;;;49.0497871,1.9516238
BIBLIOTHÈQUE MUNICIPALE;1 rue Clos de l'Isle;78910;78;TACOIGNIÈRES;;;;;;;;;;;;;;;;48.8356112,1.6751183
BIBLIOTHÈQUE MUNICIPALE;17 place Picard;77100;77;VILLENOY;;;;;;;;;;;;;;;;48.9441525,2.863576
BIBLIOTHÈQUE MUNICIPALE ANNICK LAISNÉ;2 bis place du Jeu de Paume;91740;91;PUSSAY;;;;;;;;;;;;;;;;48.3495525,1.9951474
BIBLIOTHÈQUE MUNICIPALE;24 Grande Rue;77120;77;SAINTS;;;;;;;;;;;;;;;;48.7596927,3.045678
BIBLIOTHÈQUE MUNICIPALE;Grande Place;77640;77;JOUARRE;;;;;;;;;;;;;;;;48.9262833,3.1296669
BIBLIOTHÈQUE MARGUERITE YOURCENAR;1 bis allée des Sycomores;93110;93;ROSNY-SOUS-BOIS;;;;;;;;;;;;;;;;48.8768263,2.4695622
MÉDIATHÈQUE DES BOIS DE GROSLAY;Rue des Bois de Groslay;93700;93;DRANCY;;;;;;;;;;;;;;;;48.9175698,2.4675776
BIBLIOTHÈQUE MUNICIPALE;8 allée Robillard;93320;93;LES-PAVILLONS-SOUS-BOIS;;;;;;;;;;;;;;;;48.9049731,2.5053825
BIBLIOTHÈQUE PARMENTIER;20 bis avenue Parmentier;75011;75;PARIS;;;;;;;;;;;;;;;;48.8600791,2.3790216
MÉDIATHÈQUE DE LA TÊTE RONDE;17 route de Gif;91190;91;VILLIERS-LE-BACLE;;;;;;;;;;;;;;;;48.726832,2.1217273
MEDIATHÈQUE MUNICIPALE;84 rue Feray;91100;91;CORBEIL-ESSONNES;;;;;;;;;;;;;;;;48.6067892,2.4730097
BIBLIOTHÈQUE MUNICIPALE;Boulevard de la République;78440;78;PORCHEVILLE;;;;;;;;;;;;;;;;48.9753865,1.7672955
BIBLIOTHÈQUE MUNICIPALE;4 rue du Long des bois;78690;78;SAINT-RÉMY-L'HONORÉ;;;;;;;;;;;;;;;;48.7535784,1.8801653
BIBLIOTHÈQUE MUNICIPALE;9 rue de l'Église;77250;77;VILLECERF;;;;;;;;;;;;;;;;48.3294567,2.8459276
MÉDIATHÈQUE MUNICIPALE JEAN COCTEAU;Place de France;91300;91;MASSY;;;;;;;;;;;;;;;;48.732568,2.2889821
BIBLIOTHÈQUE MUNICIPALE GEORGE SAND;Place de la Mairie;91760;91;ITTEVILLE;;;;;;;;;;;;;;;;48.5509931,2.3667527
BIBLIOTHÈQUE MUNICIPALE;Rue de l'École;77157;77;ÉVERLY;;;;;;;;;;;;;;;;48.467142,3.251418
BIBLIOTHÈQUE MAURICE GENEVOIX;Place du 11 Novembre;95600;95;EAUBONNE;;;;;;;;;;;;;;;;48.9852391,2.3175874
MÉDIATHÈQUE MUNICIPALE;Cour Émile Zola;77370;77;NANGIS;;;;;;;;;;;;;;;;48.5549686,3.01357
MÉDIATHÈQUE ALAIN PEYREFITTE;3 rue André Thomas;77130;77;MONTEREAU-FAULT-YONNE;;;;;;;;;;;;;;;;48.3960984,2.9547484
BIBLIOTHÈQUE MUNICIPALE;Place de la Mairie;77410;77;VILLEROY;;;;;;;;;;;;;;;;48.982144,2.782238
BIBLIOTHÈQUE MUNICIPALE;7 boulevard de la République;77230;77;SAINT-MARD;;;;;;;;;;;;;;;;49.0385627,2.6925912
BIBLIOTHÈQUE JANVILLE-LARDY;3 rue du Pont de Hêtre;91510;91;LARDY;Subvention Région 2011;;;;;;;;;;;;175740;;;48.5216728,2.266369
BIBLIOTHÈQUE BAUDOYER;Mairie - 2 place Baudoyer;75004;75;PARIS;;;;;;;;;;;;;;;;48.8559843,2.3559275
MAISON DU LIVRE LOUIS ARAGON;Avenue du Petit Châalis;77280;77;OTHIS;;;;;;;;;;;;;;;;49.0714659,2.6733751
BIBLIOTHÈQUE MUNICIPALE;11 place Condorcet - Espace culturel Gérard Philipe;77240;77;VERT-SAINT-DENIS;;;;;;;;;;;;;;;;48.565306,2.613554
MÉDIATHÈQUE;5 bis rue de Palaiseau;91400;91;SACLAY;;;;;;;;;;;;;;;;48.7304316,2.1765011
BIBLIOTHÈQUE MUNICIPALE;3 allée de Luzancy;77400;77;POMPONNE;;;;;;;;;;;;;;;;48.8888643,2.6901127
BIBLIOTHÈQUE MUNICIPALE;10 rue de l'Amourée;77650;77;LONGUEVILLE;;;;;;;;;;;;;;;;48.5173055,3.2474585
BIBLIOTHÈQUE MUNICIPALE;34 rue de l'Arbre-Sec;77300;77;FONTAINEBLEAU;;;;;;;;;;;;;;;;48.4024697,2.6944657
BIBLIOTHÈQUE MUNICIPALE;Place de l'Église;91580;91;AUVERS-SAINT-GEORGES;;;;;;;;;;;;;;;;48.5224926,2.2662236
MÉDIATHÈQUE MUSICALE DE PARIS;Forum des Halles - 8 porte Saint-Eustache;75001;75;PARIS;;;;;;;;;;;;;;;;48.856614,2.3522219
BIBLIOTHÈQUE MUNICIPALE;12 rue de la Mairie;78470;78;SAINT-LAMBERT-DES-BOIS;;;;;;;;;;;;;;;;48.7696267,2.0279553
BIBLIOTHÈQUE BERTHE MORISOT;Sente des Carreaux;78780;78;MAURECOURT;;;;;;;;;;;;;;;;48.996211,2.06347
MÉDIATHÈQUE MUNICIPALE;Rue Chèvre d'Autreville;94320;94;THIAIS;;;;;;;;;;;;;;;;48.7640783,2.390295
BIBLIOTHÈQUE DE LA PLAINE DE CACHAN;Centre Socio-Culturel La Plaine - 1 allée Pierre de Montreuil;94230;94;CACHAN;Subvention Région 2008;;;;;;;;;138564;;;;;;48.7862808,2.3316388
BIBLIOTHÈQUE AIMÉ CÉSAIRE;23 quai d'Asnières;92390;92;VILLENEUVE-LA-GARENNE;;;;;;;;;;;;;;;;48.9345232,2.3354269
BIBLIOTHÈQUE MUNICIPALE;89 rue du Général de Gaulle;78740;78;VAUX-SUR-SEINE;;;;;;;;;;;;;;;;49.0041046,1.9681035
BIBLIOTHÈQUE MUNICIPALE;Rue de la Mairie;78650;78;SAULX-LE-MARCHAIS;;;;;;;;;;;;;;;;48.838384,1.838161
BIBLIOTHÈQUE MUNICIPALE MARIE CLAVEAU;Rue de l'Orge;91410;91;ROINVILLE;;;;;;;;;;;;;;;;48.5304186,2.045959
BIBLIOTHÈQUE MUNICIPALE;Rue Grande;77940;77;LA-BROSSE-MONTCEAUX;;;;;;;;;;;;;;;;48.3442099,3.019766
MÉDIATHÈQUE COLETTE;Mail de l'Ile de France;91090;91;LISSES;Subvention Région 2007;;;;;;;;560500;;;;;;;48.612416,2.41687
BIBLIOTHÈQUE;Mairie - 14 avenue Paul Blot;91530;91;SERMAISE;;;;;;;;;;;;;;;;48.536864,2.080982
BIBLIOTHÈQUE MUNICIPALE;137 rue Jean Jaurès;93470;93;COUBRON;;;;;;;;;;;;;;;;48.9156226,2.5775498
BIBLIOTHÈQUE MUNICIPALE MAURICE GENEVOIX;2 rue de l'Église;92380;92;GARCHES;;;;;;;;;;;;;;;;48.8449184,2.1879557
BIBLIOTHÈQUE MUNICIPALE;6 rue de la Ferme;78125;78;VIEILLE-ÉGLISE-EN-YVELINES;;;;;;;;;;;;;;;;48.6706973,1.8753232
BIBLIOTHÈQUE ANNEXE MAISON COMMUNALE;Maison communale - 6 place Montgolfier;94410;94;SAINT-MAURICE;;;;;;;;;;;;;;;;48.814975,2.45911
BIBLIOTHÈQUE MUNICIPALE;5 place du Général de Gaulle;77760;77;URY;;;;;;;;;;;;;;;;48.3167381,2.5709885
BIBLIOTHÈQUE MUNICIPALE;63 rue Maurice Wanlin;77370;77;FONTENAILLES;;;;;;;;;;;;;;;;48.5556954,2.9536727
BIBLIOTHÈQUE DE LA FOURCHE;Centre Socioculturel de La Fourche - 216 avenue Jean Jaurès;92140;92;CLAMART;;;;;;;;;;;;;;;;48.8125593,2.2714066
MÉDIATHÈQUE GULLIVER;7 rue Plouich;93200;93;SAINT-DENIS;;;;;;;;;;;;;;;;48.9417209,2.3811107
BIBLIOTHÈQUE LOUVRE;Mairie - 4 place du Louvre;75001;75;PARIS;;;;;;;;;;;;;;;;48.8601128,2.341212
BIBLIOTHÈQUE MUNICIPALE;1 rue de Breuil;78711;78;MANTES-LA-VILLE;;;;;;;;;;;;;;;;48.9764815,1.7138959
BIBLIOTHÈQUE MUNICIPALE;4 rue de la Mairie;78270;78;LIMETZ-VILLEZ;;;;;;;;;;;;;;;;49.0606023,1.5449892
MÉDIATHÈQUE JEAN FERRAT;31 rue d'Eperno;78550;78;HOUDAN;;;;;;;;;;;;;;;;48.7880753,1.6033707
BIBLIOTHÈQUE MUNICIPALE;8 place des 4 saisons;94440;94;MAROLLES-EN-BRIE;;;;;;;;;;;;;;;;48.73421,2.551714
BIBLIOTHÈQUE MUNICIPALE LE TEMPS DES CERISES;2 rue de la Paix;95480;95;PIERRELAYE;;;;;;;;;;;;;;;;49.0221939,2.1520183
BIBLIOTHÈQUE MUNICIPALE;2 rue Daniel Renault;95570;95;ATTAINVILLE;;;;;;;;;;;;;;;;49.0573994,2.3458688
BIBLIOTHÈQUE BEAUGRENELLE;36-40 rue Émériau;75015;75;PARIS;;;;;;;;;;;;;;;;48.8500778,2.2863133
BIBLIOTHÈQUE MUNICIPALE;53 bis rue Rosa Bonheur;77000;77;LA-ROCHETTE;;;;;;;;;;;;;;;;48.520749,2.655408
MÉDIATHÈQUE MUNICIPALE LUXEMBOURG;2 rue Cornillon;77100;77;MEAUX;;;;;;;;;;;;;;;;48.9551864,2.8789189
BIBLIOTHÈQUE MUNICIPALE;2 rue Gaston Darley;77140;77;NEMOURS;;;;;;;;;;;;;;;;48.2664187,2.6976113
BIBLIOTHÈQUE MUNICIPALE;5 rue Benjamin Brunet;77100;77;NANTEUIL-LES-MEAUX;;;;;;;;;;;;;;;;48.9278254,2.8964887
BIBLIOTHÈQUE MUNICIPALE;Place de l'Église;77139;77;ÉTRÉPILLY;;;;;;;;;;;;;;;;49.0341359,2.930442
BIBLIOTHÈQUE MUNICIPALE;5 route de la Ferté-Gaucher;77320;77;CHOISY-EN-BRIE;;;;;;;;;;;;;;;;48.7594472,3.2233373
BIBLIOTHÈQUE SUD-ALFRED DE VIGNY;3 rue du Maréchal Maunoury;94300;94;VINCENNES;;;;;;;;;;;;;;;;48.8438639,2.4309048
BIBLIOTHÈQUE JEAN-BAPTISTE CHARCOT;184 bis boulevard Saint-Denis;92400;92;COURBEVOIE;;;;;;;;;;;;;;;;48.900722,2.2722559
BIBLIOTHÈQUE OLYMPE DE GOUGES;Avenue de Claye;77500;77;CHELLES;;;;;;;;;;;;;;;;48.8906209,2.6077241
MÉDIATHÈQUE DES HAUTES GARENNES;32 rue Gustave Flaubert;91120;91;PALAISEAU;;;;;;;;;;;;;;;;48.7172494,2.2616234
BIBLIOTHÈQUE MUNICIPALE;Espace Arthur Clark - 24 rue du Général de Gressot;91320;91;WISSOUS;;;;;;;;;;;;;;;;48.7351417,2.3287614
BIBLIOTHÈQUE ANNE FRANCK;Espace Victor Hugo - Avenue Ambroise Croizat;93440;93;DUGNY;;;;;;;;;;;;;;;;48.9563823,2.416132
BIBLIOTHÈQUE RENÉ GOSCINNY;Place Mendès France;91200;91;ATHIS-MONS;;;;;;;;;;;;;;;;48.7035048,2.3624818
BIBLIOTHÈQUE MUNICIPALE;16 rue Pasteur;78930;78;GUERVILLE;;;;;;;;;;;;;;;;48.9433175,1.7326668
BIBLIOTHÈQUE MUNICIPALE JEAN TISSIER;89 rue Charles de Gaulle;78840;78;FRENEUSE;;;;;;;;;;;;;;;;49.048187,1.6006319
BIBLIOTHÈQUE MUNICIPALE;Place du Général de Gaulle;94520;94;MANDRES-LES-ROSES;;;;;;;;;;;;;;;;48.7005586,2.5415898
BIBLIOTHÈQUE DES MAZURIÈRES;93 rue des Mazurières;92500;92;RUEIL-MALMAISON;;;;;;;;;;;;;;;;48.8657266,2.1945527
MÉDIATHÈQUE MUNICIPALE;32 bis rue de la Station;95130;95;FRANCONVILLE;;;;;;;;;;;;;;;;48.9860277,2.2317351
MÉDIATHÈQUE MUNICIPALE GÉRARD BILLY;10 allée Vieille et Gentil;77400;77;LAGNY-SUR-MARNE;;;;;;;;;;;;;;;;48.8760862,2.7046095
BIBLIOTHÈQUE MUNICIPALE;6 rue Riché;77870;77;VULAINES-SUR-SEINE;;;;;;;;;;;;;;;;48.4309185,2.7644126
MÉDIATHÈQUE LIRE À MONTÉVRAIN;27 boulevard Charles de Gaulle;77144;77;MONTEVRAIN;;;;;;;;;;;;;;;;48.8717004,2.7512103
BIBLIOTHÈQUE MUNICIPALE;3 rue du Général Roux;77590;77;FONTAINE-LE-PORT;;;;;;;;;;;;;;;;48.486824,2.75742
BIBLIOTHÈQUE MUNICIPALE;9 rue du Chef de Ville;77440;77;ARMENTIÈRES-EN-BRIE;;;;;;;;;;;;;;;;48.977621,3.0219175
BIBLIOTHÈQUE STENDHAL;2 place Stendhal;78500;78;SARTROUVILLE;;;;;;;;;;;;;;;;48.9455858,2.1954425
MÉDIATHÈQUE PERSÉPOLIS;4 avenue Gabriel Péri;93400;93;SAINT-OUEN;Subvention Région 2007;;;;;;;;1372041;;;;;;;48.9114556,2.3334383
MÉDIATHÈQUE DE L'ARCHE GUÉDON;3 place des Rencontres;77200;77;TORCY;;;;;;;;;;;;;;;;48.8514531,2.6357332
BIBLIOTHÈQUE MUNICIPALE;5 rue Claude Bernard;77250;77;VENEUX-LES-SABLONS;;;;;;;;;;;;;;;;48.3792482,2.7919065
BIBLIOTHÈQUE DE LA MAISON DE QUARTIER;Place Georges Brassens;77100;77;NANTEUIL-LES-MEAUX;;;;;;;;;;;;;;;;48.942039,2.8809867
MÉDIATHÈQUE ALAIN RAMEY;Place Roland Vincent;91100;91;VILLABE;;;;;;;;;;;;;;;;48.587824,2.456043
BIBLIOTHÈQUE GUTENBERG;8 rue de la Montagne d'Aulas;75015;75;PARIS;;;;;;;;;;;;;;;;48.8402996,2.278541
BIBLIOTHÈQUE ITALIE;211-213 boulevard Vincent Auriol;75013;75;PARIS;;;;;;;;;;;;;;;;48.8307589,2.3570279
BIBLIOTHÈQUE SAINT-FARGEAU;12 rue du Télégraphe;75020;75;PARIS;;;;;;;;;;;;;;;;48.8720089,2.3998526
BIBLIOTHÈQUE MUNICIPALE;Place Ségalat;78970;78;MÉZIÈRES-SUR-SEINE;;;;;;;;;;;;;;;;48.9598057,1.7977431
BIBLIOTHÈQUE MUNICIPALE;Place du Prieuré;78660;78;BOINVILLE-LE-GAILLARD;;;;;;;;;;;;;;;;48.493486,1.871719
MÉDIATHÈQUE DE L'ABBAYE - NELSON MANDELA;3 place de l'Abbaye;94000;94;CRETEIL;Subvention Région 2009;;;;;;;;;;1372041;;;;;48.7778071,2.4692096
BIBLIOTHÈQUE FRANÇOIS QUESNAY;1 sentier de l'abbaye;78490;78;MERE;;;;;;;;;;;;;;;;48.788175,1.818644
MÉDIATHÈQUE MUNICIPALE;Allée Germaine Tailleferre;77860;77;QUINCY-VOISINS;;;;;;;;;;;;;;;;48.899203,2.873342
BIBLIOTHÈQUE MUNICIPALE;14 route de Mantes;78200;78;BUCHELAY;;;;;;;;;;;;;;;;48.9795117,1.6762726
