CODGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
QP084010;1142;7415;28422;Carpentras;51,3;43,6;43,5;;;1,9;13,6;;49,4;52,5;207;614;26;66;24;91;42;6;;289;60;53;80;39;28;29;0
QP084011;1412;7415;28422;Carpentras;55,5;40,9;40,3;15,6;;2,1;29,6;;18,9;16,4;374;903;70;166;25;113;41;22;;390;65;68;111;65;51;30;0
QP084012;4362;5492;29193;Orange;53,1;36,1;33,1;21,3;21,6;1,4;36,6;3,7;26,3;26,3;1134;2813;211;487;84;352;158;66;;1248;233;216;331;214;138;116;0
QP084013;1130;5492;29193;Orange;55,5;35,3;32,2;27,3;27,3;1,1;37,4;;29,8;30,6;305;658;60;160;26;59;22;11;;266;36;44;69;46;35;36;0
QP084014;1434;4272;18500;Sorgues;55,6;37,1;35,2;18,7;;1,7;32,9;;29,3;29,1;511;1257;105;213;50;143;71;28;;547;87;88;153;118;53;48;0
QP084015;1248;4272;18500;Sorgues;52,8;46,3;46,4;;;4,6;32,2;;15,1;12,9;364;904;71;152;23;118;43;15;;399;72;54;114;78;48;33;0
QP084016;1536;1536;12015;Monteux;54,3;37;38,4;;;1,5;37,5;;20,7;19;370;785;87;180;27;76;25;44;;309;53;51;82;52;40;31;0
QP084017;3307;3307;12325;Apt;53,5;34;33,7;;;1,3;49,2;;21;19;982;2009;183;540;64;195;75;68;7;769;95;103;209;159;124;79;0
QP084018;1140;1140;18955;L'Isle-sur-la-Sorgue;49,8;42,6;36,9;;;3,1;;;20,6;18,8;320;742;81;136;24;79;26;16;;320;48;48;90;65;30;39;0
QP084019;1783;1783;9519;Valréas;52,8;34,9;33,8;24;24,8;1,2;44,5;2,9;20,9;17,6;437;915;85;222;36;94;34;38;;348;66;74;80;63;34;31;0
QP084020;5069;6169;25636;Cavaillon;53;40,4;38,4;20,2;20,2;1,7;34,2;6,4;32,9;30,9;1136;2783;206;495;95;340;169;48;;1203;218;235;326;209;118;97;0
QP084021;1100;6169;25636;Cavaillon;42,1;29,5;;;;0,7;39,9;;23,9;;245;603;32;121;12;80;44;12;;265;38;50;75;56;27;19;0
QP084022;2449;2449;13776;Bollène;51,7;36,5;32,9;24,3;30,1;1,3;45,2;4,4;24,2;25,9;698;1469;111;398;43;146;70;59;;581;88;88;168;108;77;52;0
QP085001;2545;5175;52732;La Roche-sur-Yon;56,4;34,8;29;20,1;23,2;1,5;57,3;;17,5;16,5;1088;2087;242;631;55;160;56;74;26;786;122;138;198;158;98;72;0
QP085002;1167;5175;52732;La Roche-sur-Yon;48,6;36,1;30,4;16,2;18,9;1,7;47,6;;15,6;14,5;527;949;112;325;23;67;23;32;5;328;58;50;89;70;43;18;0
QP085003;1463;5175;52732;La Roche-sur-Yon;52,3;40,6;37,3;;;2,3;54,4;;11,9;;583;1129;124;330;43;86;33;58;24;418;63;79;113;72;59;32;0
QP085004;1634;1634;13647;Fontenay-le-Comte;52,9;28,9;31,1;24,5;27;1;60,6;;;7,6;617;1069;126;391;37;63;20;50;11;350;45;50;83;77;60;35;0
QP086001;4270;6869;31262;Châtellerault;55,3;38,6;35,3;21,2;25,2;1,5;46,5;4,9;16,5;15,4;1613;3523;418;825;93;277;123;118;5;1538;244;265;364;276;201;188;0
QP086002;2599;6869;31262;Châtellerault;48,7;43,2;42,7;16,5;18,4;1,8;64,2;;12,7;12,7;1199;2017;205;805;65;124;41;201;114;639;101;99;158;126;88;67;0
QP086003;1157;16172;87427;Poitiers;54,9;38,7;37,7;13,6;;;43,7;;;;451;1012;126;212;22;91;36;23;;446;84;71;122;68;63;38;0
QP086004;4149;16360;94523;Poitiers, Saint-Benoît;54;38,5;36;18,3;21,8;1,7;50;;28,5;26,9;1508;3381;347;786;93;282;126;91;29;1495;256;259;371;296;172;141;0
QP086005;9120;16172;97401;Buxerolles, Poitiers;56,9;39,2;35,2;21,7;26,4;1,4;57,8;;16;14;3573;7236;810;2004;222;537;217;336;216;2906;489;480;727;507;385;318;0
QP086006;1934;16172;87427;Poitiers;53,3;36,2;35,4;13,4;13;1,7;57,7;2,2;16,2;17,1;849;1421;153;547;48;101;25;79;77;430;92;71;106;60;46;55;0
QP087001;1261;25514;135098;Limoges;50,9;37,3;36,8;;;1,6;33,6;6,9;42,5;42,8;322;820;65;138;41;78;37;12;;375;43;63;106;76;48;39;0
QP087002;3699;25514;135098;Limoges;53,8;39,3;36,5;20,2;24,9;1,6;44,8;;27,6;26,7;1034;2445;210;516;90;218;110;65;6;1099;161;184;285;218;137;114;0
QP087003;1516;25514;135098;Limoges;49,2;35;33,7;18,8;23,4;;61,5;;21;15,5;611;1050;91;401;52;67;26;45;;317;62;50;78;66;37;24;0
QP087004;5640;25514;135098;Limoges;50,4;39,9;36,1;18,6;20,1;1,8;26,2;5,9;28,1;29;1541;3754;285;650;163;443;177;86;;1609;285;269;398;299;190;168;0
QP087005;4008;25514;135098;Limoges;53,3;48,3;44;15,6;17,8;2,7;42,4;8,9;33,4;30,8;1294;3319;358;582;97;257;140;92;44;1665;217;252;429;334;232;201;0
QP087006;3949;25514;135098;Limoges;54,7;39,1;34;21,9;24,5;1,5;40;4,6;29,9;28,1;1309;3291;348;534;111;316;160;104;18;1554;303;275;405;259;173;139;0
QP087007;1679;25514;135098;Limoges;51,7;26,9;26,4;31,4;35,9;0,6;65,1;;20,2;21,2;743;1243;116;466;70;91;20;73;58;344;75;64;86;38;49;32;0
QP087008;2328;25514;135098;Limoges;56,2;35,6;32;22,5;26,5;1,2;45,9;;22;19,7;932;1834;231;504;67;130;43;67;27;713;133;126;148;136;96;74;0
QP087009;1434;25514;135098;Limoges;52,8;32,5;29,2;28;;;50,5;;14,9;14,6;432;917;107;209;32;84;23;29;;363;53;53;90;69;53;45;0
QP088001;1248;4960;32188;Épinal;57,5;37,3;35,9;24,3;;;50;;;;541;1044;122;320;30;69;27;30;11;403;58;63;95;75;61;51;0
QP088002;3712;4960;32188;Épinal;50,7;41,4;38,6;18,2;19;1,8;39,5;5,8;22,2;24;1297;2803;239;676;124;258;122;66;30;1117;149;155;305;226;135;147;0
QP088003;1165;1165;8436;Golbey;57,5;36,1;30,7;20,8;23,5;1,4;46,3;1;4;3,6;420;842;125;204;27;64;18;23;;328;47;55;80;63;46;37;0
QP088004;1336;1336;7774;Remiremont;52,4;33,9;32,9;25,5;28,1;1,1;42,4;3,9;17,9;16,7;363;785;56;190;25;92;27;14;;303;36;33;83;69;53;29;0
QP088005;2949;5635;20471;Saint-Dié-des-Vosges;52,8;35,8;34,4;22,2;23,8;1,3;50,5;;12;;982;2050;170;540;67;205;80;41;;788;110;118;219;150;99;92;0
QP088006;2686;5635;20471;Saint-Dié-des-Vosges;55,2;37;33,2;27,3;32,3;1,1;44,8;;14,6;14;879;1876;157;464;69;189;85;67;22;735;97;125;185;146;97;85;0
QP089001;1663;6276;34869;Auxerre;52;33,6;30,9;;;1,4;45,2;;17,4;17,9;641;1359;139;324;48;130;49;40;;541;80;89;143;106;70;53;0
QP089002;3602;6276;34869;Auxerre;55,2;39,2;37,6;20;21,9;1,7;39,4;;21,4;19,8;1188;2905;244;519;92;333;151;54;;1287;163;195;353;272;183;121;0
QP089003;1011;6276;34869;Auxerre;51,2;41,7;42,3;17,8;;;47;;21,6;;381;760;108;198;21;54;18;38;;305;56;58;82;56;27;26;0
QP089004;970;970;6938;Migennes;51,1;39,6;36,8;18,8;20,3;1,8;35;7,2;14,9;14,9;323;826;61;138;27;97;46;12;;379;43;55;106;99;46;30;0
QP089005;2060;2060;9690;Joigny;54;48,6;43,6;12,1;13,3;3,7;33,3;9,5;30,9;27,6;625;1429;135;293;49;148;62;25;12;599;82;102;152;110;81;72;0
QP089006;5636;6881;25018;Sens;53,5;39,8;37,8;17,5;19,2;2;41,4;4,1;24,5;21,7;1849;4330;389;854;152;454;190;79;5;1858;292;318;470;387;210;181;0
QP089007;1245;6881;25018;Sens;51,8;35,3;30;;;1,7;46,3;;22,2;22,6;400;878;114;176;33;77;34;27;;368;60;54;94;80;43;37;0
QP090001;1655;15622;50196;Belfort;48,4;49,8;44,8;;;;58,6;;16,2;14;547;992;83;360;23;81;32;36;193;339;48;42;85;70;51;43;0
QP090002;2430;15622;50196;Belfort;52;36;34,8;;;1,2;43,5;;34,1;33,4;613;1515;98;271;65;179;82;29;26;648;95;101;171;128;81;72;0
QP090003;1900;15622;50196;Belfort;48;28,2;23;25,3;29;;50,5;;15,5;;659;1162;113;401;45;100;25;39;6;358;66;60;96;61;45;30;0
QP090004;10048;16033;55019;Bavilliers, Belfort;53;39,4;36,5;21;23,3;1,6;38,3;4,5;19,8;19,7;2721;6511;502;1234;243;742;365;183;57;2775;425;435;750;570;334;261;0
QP090005;1107;1107;8933;Offemont, Valdoie;52,6;34,7;34,7;25;26,6;1,2;26,8;4,7;20,1;20,8;283;704;34;126;35;88;45;9;;292;37;53;79;62;30;31;0
QP091001;916;916;20057;Saint-Michel-sur-Orge;58,2;39,5;39,9;19,5;;;31,8;;16,7;;207;723;51;43;11;102;49;6;;400;54;66;113;77;58;32;0
QP091002;5662;14332;47632;Corbeil-Essonnes;49,3;41,5;42,8;14,9;14,3;2,2;20;10,6;37,9;37,1;1623;4134;279;717;119;508;244;69;9;1873;285;273;454;362;249;250;0
QP091003;6134;14332;47632;Corbeil-Essonnes;52,8;42,7;42,3;8,9;8,8;4,2;30,8;6,5;28,7;27,4;1813;5118;463;572;102;676;297;107;20;2529;491;454;684;458;259;183;0
QP091004;1478;14332;47632;Corbeil-Essonnes;51,2;45,7;42,7;;;2,9;31,7;13,7;26,9;25,5;426;1197;116;147;20;143;68;15;;605;77;96;173;126;78;55;0
QP091005;1072;14346;55105;Corbeil-Essonnes, Saint-Germain-lès-Corbeil;50,8;31,7;;;;;41,3;;41,7;42,4;341;783;60;162;23;96;29;35;11;323;73;55;77;56;38;24;0
QP091006;5402;5402;24914;Les Ulis;49,6;39,6;39;14,6;14,9;2,2;28,8;7,2;25,2;22,3;1512;3782;328;658;56;470;214;67;45;1743;275;285;468;330;200;185;0
QP091007;1460;1460;25624;Brétigny-sur-Orge;54,6;42,2;;;;2,4;28,9;;21,3;23,2;339;1038;107;97;14;121;68;16;;566;71;86;152;120;82;55;0
QP091008;1087;1087;9219;Fleury-Mérogis;51,7;42,7;43;8,8;9,4;3,8;47,1;5,3;22,8;21,6;285;822;84;82;13;106;50;17;;419;77;69;100;76;57;40;0
QP091009;1211;7270;35868;Sainte-Geneviève-des-Bois;53;36,9;33,9;20,5;24;1,5;34,4;;;17,6;309;801;75;125;12;97;47;8;;385;48;65;94;101;42;35;0
QP091010;6059;7270;35868;Sainte-Geneviève-des-Bois;49,1;41,3;40,4;13,1;;2,8;30,3;9,4;27,4;23,5;1532;4079;323;641;69;499;269;51;9;1976;261;350;535;371;255;204;0
QP091011;2722;2722;26066;Brunoy;51,9;46,8;41,9;;;4,6;19,4;10,8;28,3;26,5;654;1936;189;195;36;234;112;20;;1009;133;164;277;188;143;104;0
QP091012;6575;6575;12565;Épinay-sous-Sénart;53,5;46;43,5;11,7;11,8;3,3;20;10,3;26,7;25,9;1584;4665;452;471;80;581;273;59;8;2413;324;370;626;502;330;261;0
QP091013;1523;1523;8444;Quincy-sous-Sénart;54,9;43,9;43,7;10,8;10,5;3,3;31,6;9,9;19,8;20,4;391;1009;94;167;24;106;63;20;;486;56;62;115;120;75;58;0
QP091014;2573;2573;21657;Longjumeau;53,8;44,4;43,1;13,9;15,7;2,8;30,3;8,9;27,8;27,6;581;1744;140;184;31;226;125;20;;900;123;148;248;175;107;99;0
QP091015;2681;6407;45902;Massy;51,7;41,2;40,5;13,6;14,2;2,5;32,5;7,1;24,5;25,1;607;1772;145;219;20;223;127;24;;915;114;148;254;194;109;96;0
QP091016;5182;33244;66703;Évry-Courcouronnes;53,4;46,3;45,7;7,5;;5,3;22,3;8,3;24,2;23,9;1074;3234;314;292;53;415;196;36;6;1687;268;269;456;351;190;153;0
QP091017;12722;33244;66703;Évry-Courcouronnes;51,1;42,3;42,9;11;10,9;3,1;31,9;9;24;22,7;3402;9004;636;1394;164;1208;543;233;248;4216;676;676;1084;866;517;397;0
QP091018;2713;33244;66703;Évry-Courcouronnes;52,4;44,5;43,2;7,9;;4,4;28,4;;20,5;20,6;795;2079;176;325;41;253;126;46;103;981;155;169;252;196;133;76;0
QP091019;3286;33244;66703;Évry-Courcouronnes;52,5;44;39,5;10,4;11,5;3,6;18,5;8,1;22,7;21,5;902;2542;206;311;34;351;160;45;7;1248;210;191;337;255;135;120;0
QP091020;1568;33244;66703;Évry-Courcouronnes;51,2;43;39,2;;;2,4;28,7;;31,5;31,4;328;917;58;116;16;138;53;22;34;437;77;65;117;92;45;41;0
QP091021;2272;33244;66703;Évry-Courcouronnes;49,5;38;33,2;12,5;;2,6;29,7;;18,2;19,7;474;1272;123;172;23;156;71;24;;618;86;87;165;118;85;77;0
QP091022;1641;33244;66703;Évry-Courcouronnes;50,2;40,6;39,9;7;7,5;5,3;22,2;10,5;19,9;19,2;625;1548;114;283;28;200;79;32;16;700;138;119;161;145;75;62;0
QP091023;2401;33244;66703;Évry-Courcouronnes;50,2;45,5;41,4;7,6;;5;33,3;9,4;21;22;714;1961;179;251;39;245;121;29;8;960;171;179;241;171;122;76;0
QP091024;1459;33244;66703;Évry-Courcouronnes;46,1;36,6;37,8;12,8;14,5;2,5;36;9,9;23,9;24;293;824;41;116;6;130;48;7;;392;65;71;117;74;39;26;0
QP091025;5166;5166;27312;Ris-Orangis;53,9;40,9;40,4;13,7;14,4;2,6;25,9;6;26,7;25,7;1413;4411;344;343;81;645;298;55;5;2260;319;364;653;447;267;210;0
QP091026;16369;29567;58848;Grigny, Viry-Châtillon;52,4;45,6;43,3;13,1;13,9;2,9;24,9;13,4;24,3;23,4;4087;11908;1017;1422;237;1411;771;177;15;6148;858;900;1679;1220;835;656;0
QP091027;13198;23771;27716;Grigny;48,9;45,8;46,8;7,7;7,8;5,1;24,5;10,2;40,3;39,5;2871;9112;597;742;199;1333;644;172;38;4698;864;809;1211;894;527;393;0
QP091028;3820;5190;30094;Athis-Mons;51,3;41,7;39,8;12,4;12,6;2,8;24,5;9,3;27,8;29,5;1083;3133;258;313;65;447;173;34;;1533;259;250;431;288;168;137;0
QP091029;1370;5190;30094;Athis-Mons;50;50,3;46;;;6;16,4;12,2;26;24,5;305;1058;93;60;10;142;79;8;;601;71;92;178;126;80;54;0
QP091030;4670;4670;37206;Savigny-sur-Orge;52,4;40,7;38,7;12,3;11,9;2,9;26,2;6,6;28;28,3;1015;3100;255;244;65;451;195;55;11;1570;263;305;421;269;181;131;0
QP091031;2957;9791;59813;Draveil, Vigneux-sur-Seine;53,3;46,3;42;13,4;15;2,8;23;10,4;20;19,4;677;2152;194;182;23;278;153;31;;1163;143;159;315;269;158;119;0
QP091032;2562;4304;23565;Montgeron;53,5;47;43,1;9,3;9,3;4,5;22,6;9,9;25;25,1;637;2032;214;145;27;251;133;22;;1118;148;196;319;218;133;104;0
QP091033;5299;7879;31126;Vigneux-sur-Seine;52,5;44,1;40,2;12,9;14,1;2,9;26,3;8,8;26,7;25,5;1367;3858;373;446;71;477;212;71;6;1939;290;297;506;386;254;206;0
QP091034;3277;12183;54691;Montgeron, Vigneux-sur-Seine;52,2;44,6;44;12;11,6;3;23,1;10,1;27,1;26,6;887;2458;226;303;54;304;137;44;;1203;174;180;326;252;158;113;0
QP091035;904;904;10707;Arpajon;39;24,9;32,6;19,7;;;32,5;;25,3;15,4;291;527;;196;;54;13;12;;176;26;33;41;38;24;14;0
QP091036;1495;1495;5494;Égly;52,6;45,8;47,1;9,3;9,4;4,3;19,4;7,8;22,5;23,2;355;1150;91;80;18;166;87;21;;612;89;95;151;131;82;64;0
QP091037;2599;4186;24502;Étampes;50,7;46,5;43,3;;;3,4;30;11,8;27,6;28,7;635;1881;113;209;42;271;135;32;;930;124;124;253;192;137;100;0
QP091038;1587;4186;24502;Étampes;50,1;50,2;51,4;;;6,6;16,4;14,2;43,4;41,8;395;1243;101;100;19;175;86;18;;657;94;108;182;130;72;71;0
QP091039;3726;6407;45902;Massy;52,6;36,7;33,8;17,1;20,8;1,8;38,9;5,9;24,1;23,2;903;2348;213;355;42;293;127;27;;1108;195;190;315;196;127;85;0
QP092001;2525;5406;59255;Clichy;51,1;33,4;30,7;17,3;;1,5;28,8;;29;27,9;780;1933;148;319;52;261;94;25;13;836;157;133;225;154;98;69;0
QP092002;1692;30651;92227;Nanterre;50,3;41;35,8;19,4;22,7;1,7;32,5;9,2;18;17,6;356;923;81;150;14;111;55;15;;440;62;59;106;81;62;70;0
QP092003;3344;30651;92227;Nanterre;52,4;35,9;34,5;16,5;17,6;1,9;43,3;;18,3;17,4;871;1993;196;413;42;220;90;21;;855;131;143;226;157;118;80;0
QP092004;3647;3647;61727;Antony;53,8;38,8;35,7;19;20,5;1,6;28,7;7,6;20,8;22,4;914;2482;213;336;47;318;149;23;;1195;162;174;320;225;165;149;0
QP092005;5660;5660;32623;Châtenay-Malabry;53,7;37,8;36,3;15,6;16,1;2;38,1;3,7;21,3;21,2;1540;3580;386;684;69;401;143;52;6;1569;241;232;410;328;194;164;0
QP092006;5156;30651;92227;Nanterre;48,3;35,9;36,5;16,6;17,1;1,8;32,8;7,1;25,1;20,9;1692;3712;227;935;85;445;181;46;;1484;239;259;388;251;186;161;0
QP092007;13535;30651;92227;Nanterre;52,5;39,1;36,6;16,2;17,6;1,9;37,4;7,3;24,2;25,7;3406;8617;712;1453;215;1026;492;108;35;3953;518;585;991;765;605;489;0
QP092008;1789;5232;38520;Bagneux;52,6;38,4;38,3;14,4;13,2;2,2;30,1;8,1;22,9;23,3;521;1276;108;220;42;151;69;14;;557;93;86;148;108;66;56;0
QP092009;1886;5232;38520;Bagneux;55;38,8;41,8;10,2;10,2;3,2;31,1;4,5;18,9;19,3;692;1871;128;239;32;293;92;27;7;847;180;161;219;128;97;62;0
QP092010;4438;15108;43219;Gennevilliers;52,1;40,8;39,2;16,4;17,7;2;23,6;8,7;21,2;22,2;981;2710;212;344;63;362;166;40;;1303;201;216;349;232;164;141;0
QP092011;6512;15829;84577;Colombes;50,4;36,6;34,4;19,5;19,9;1,6;31,1;6,7;21,8;19,7;1689;4185;327;750;103;509;234;48;8;1881;250;265;487;406;264;209;0
QP092012;6872;9876;86020;Asnières-sur-Seine;52,1;39,2;34,2;18,1;20,2;1,8;29,4;7,3;19,8;20,3;1795;4785;389;689;110;607;288;60;5;2264;281;277;623;514;334;235;0
QP092013;8688;24984;129239;Asnières-sur-Seine, Gennevilliers;50,7;34,8;35,1;21,5;21,4;1,3;38,8;4,7;26,9;23,5;2259;5280;415;1079;136;629;279;73;6;2252;327;368;597;465;297;198;0
QP092014;2881;5406;59255;Clichy;44,7;27;31,6;16,4;12,6;1,3;41,6;;25,9;27;690;1535;132;334;39;185;54;49;41;621;118;104;151;115;82;51;0
QP092015;8217;15829;84577;Colombes;50,7;39;36,8;15,3;14,6;2;26,3;6,7;23,3;24;2347;6252;495;879;133;840;333;89;78;2916;450;482;755;547;381;301;0
QP092016;6924;30651;92227;Nanterre;48,3;36,9;38;19,7;19,1;1,5;25,9;10,3;24,9;23,4;1921;4514;326;934;95;566;217;84;21;1925;356;282;488;367;222;210;0
QP092017;2564;24984;129239;Asnières-sur-Seine, Gennevilliers;45,7;26,8;31,3;16,4;;1,3;44;;28,8;24,1;619;1502;101;282;53;183;82;28;7;646;107;95;159;118;95;72;0
QP092018;2422;24984;129239;Asnières-sur-Seine, Gennevilliers;46,5;28;30;25,1;;1;58,3;3,1;35,8;29,9;594;1252;93;326;29;146;47;16;;478;101;69;121;78;69;40;0
QP092019;11729;11729;25466;Villeneuve-la-Garenne;50,5;39,4;37,4;16,1;16,1;1,9;26,8;7,9;25,4;24,8;2621;7305;567;903;179;972;439;82;15;3508;558;575;891;716;423;345;0
QP092020;1557;5232;38520;Bagneux;50,7;41,9;35,9;;;;35,4;;27,6;26,8;380;1117;93;109;15;163;71;12;;557;99;90;168;107;57;36;0
QP092021;1100;15829;84577;Colombes;56,4;31,6;;;;;55,1;;23,2;;367;785;76;197;22;72;34;7;;322;50;53;78;65;44;32;0
QP093001;1687;3969;15708;Le Bourget;50,9;36,3;35,5;16,2;21,1;1,8;34,1;;40,2;37,8;414;1064;80;147;28;159;49;18;7;468;93;84;120;79;52;40;0
QP093002;2282;3969;15708;Le Bourget;52,1;40,1;37,7;14;;2,4;28,5;;29,5;27,1;550;1595;145;167;26;212;98;20;;802;119;109;204;175;113;82;0
QP093003;29428;29428;56670;Clichy-sous-Bois, Montfermeil;50,9;45,9;44,9;11,4;11,6;3,4;17,2;14,3;40;39,9;6573;19976;1361;1864;661;2687;1328;216;27;10027;1425;1594;2664;1952;1249;1143;0
QP093004;3590;11056;68241;Drancy;53,8;37,4;37;17;18;1,9;33,2;4,1;28,2;28,7;968;2451;207;358;84;319;124;36;5;1080;193;173;261;211;131;111;0
QP093005;3962;44221;118043;Bobigny, Drancy;50,4;34,4;31,6;15,8;18,2;1,8;43,8;2,9;19,1;18;1359;3043;251;674;84;350;139;44;8;1244;202;216;300;230;156;140;0
QP093006;1143;33053;121038;Le Blanc-Mesnil, Drancy;51,7;37,2;36,3;;;;41,4;;39,5;39,6;273;748;39;83;27;124;40;13;;324;70;78;80;44;32;20;0
QP093007;3949;4758;10216;Dugny;51,1;43,9;40,3;15,6;18,1;2,3;28,9;11,1;18,8;20;1139;3121;293;427;60;359;185;40;;1557;188;256;429;290;213;181;0
QP093008;2457;12564;35984;Bagnolet;52,9;36,6;35,3;21,8;23,4;1,3;36,6;6,6;19,8;20,7;783;1571;105;490;40;148;73;20;;602;74;100;150;110;91;77;0
QP093009;15461;41971;140123;Bagnolet, Montreuil;52,3;35,9;34,5;19,6;21,4;1,5;31;5,9;22,2;21,7;4078;10414;820;1709;239;1310;555;118;22;4779;655;697;1299;953;628;547;0
QP093010;8539;119294;180725;Aubervilliers, Bobigny, Pantin;52;38,2;36,2;15,7;17,5;1,9;39,1;4,7;28,7;28,2;2912;7098;547;1306;195;864;358;176;136;3112;542;543;804;586;365;272;0
QP093011;25853;44221;118043;Bobigny, Drancy;51,3;39,1;37,7;15,1;15,8;2,1;30,2;6,8;29,1;26,6;7476;19434;1516;3003;475;2482;1085;264;39;8971;1328;1332;2333;1727;1233;1018;0
QP093012;3766;21284;52865;Bondy;50,3;37,6;36,9;19;16,6;1,7;30,9;6;23,7;24,9;1179;3059;296;440;71;372;160;39;;1431;235;224;389;259;166;158;0
QP093013;3829;23780;82030;Bondy, Villemomble;53;43,9;40,2;14,6;15,3;2,5;24,1;8,8;22,9;22,9;943;2593;286;295;57;305;134;34;;1283;177;191;335;252;164;164;0
QP093014;29831;88365;196589;Le Blanc-Mesnil, Bobigny, Bondy, Noisy-le-Sec;51,3;39,4;37,6;16,5;16,4;1,9;31,5;7,1;28,5;28,6;8480;21860;1783;3452;528;2717;1201;416;71;10087;1505;1564;2566;1926;1336;1190;0
QP093015;7148;50916;170921;Montreuil, Noisy-le-Sec, Romainville;53,2;35;35,1;17;16,9;1,7;31,5;2,4;23,8;20,4;2027;4817;456;895;108;568;194;82;22;2115;331;315;538;427;280;224;0
QP093016;3734;29407;104139;Montreuil;49,1;39;39,9;15,7;16,6;2,1;28,6;8,3;25,7;21,8;931;2452;193;384;53;301;151;40;5;1161;143;157;302;238;166;155;0
QP093017;3455;8758;43802;Rosny-sous-Bois;46,6;40,8;42,1;13,3;;2,4;28,9;9,8;22,5;22;954;2231;172;469;56;257;109;142;7;967;142;160;247;196;120;102;0
QP093018;13389;29407;104139;Montreuil;50,2;37,1;35,3;16,7;18,2;1,9;34,1;5,6;25,8;22,1;4009;9475;857;1873;208;1071;438;176;93;4181;655;666;1057;804;542;457;0
QP093019;3768;29407;104139;Montreuil;52,1;40,3;36,5;18,6;20,7;1,7;31,6;;20,5;21,1;912;2572;198;318;52;344;156;33;6;1260;175;171;312;264;173;165;0
QP093020;3231;11919;41125;Noisy-le-Sec;51,5;45;39,7;12,8;14,7;3;26,8;8,2;22,1;21,4;761;2179;157;256;51;297;139;22;;1067;118;128;298;230;157;136;0
QP093021;5049;11919;41125;Noisy-le-Sec;54,1;40,7;37,9;16,5;18;2,1;35,8;8;29,9;28,1;1646;4337;356;625;118;547;249;55;;2010;327;334;570;376;218;185;0
QP093022;1897;11919;41125;Noisy-le-Sec;53,1;37,8;35,5;;20,2;1,6;35,9;6,1;27,8;25,5;570;1444;132;239;24;175;68;18;;668;99;117;155;135;79;83;0
QP093023;6185;20016;71379;Pantin, Le Pré-Saint-Gervais;50,1;32,8;30,8;13,8;15,1;1,9;43,1;2,2;28,3;26,6;1456;3584;239;632;89;496;149;67;47;1538;252;243;417;290;194;142;0
QP093024;9327;17833;53471;Pantin;45,4;30,5;31,3;14,8;14,8;1,7;40,5;2,6;42,3;37,9;2699;6742;401;1143;217;938;345;78;72;2896;513;488;809;511;306;269;0
QP093025;2001;9590;25657;Romainville;56,3;41,3;40,2;17,6;21,4;2;29,8;5,6;20,2;20,8;629;1483;150;273;33;173;63;26;;645;83;99;168;140;73;82;0
QP093026;2223;9590;25657;Romainville;53,1;44;42,9;;;3,6;29,4;;22,9;22,6;751;1705;162;346;53;190;59;30;44;708;128;108;189;129;83;71;0
QP093027;1827;9590;25657;Romainville;56;38,2;34;20,4;21,7;1,5;34,8;6;12,4;13;566;1465;117;234;36;179;97;20;;680;57;86;182;142;111;102;0
QP093028;114891;182566;227473;Aubervilliers, La Courneuve, Saint-Denis;47,8;36,7;37;13,6;13,9;2,2;31,1;5,9;37,7;34,7;31949;79221;5449;13935;2231;10334;4052;1467;798;34566;5643;5544;8887;6573;4272;3647;0
QP093029;7306;29350;54857;Épinay-sur-Seine;52;41,3;39,9;13,3;13,9;2,6;21;8,9;27,4;28,1;1574;4395;353;567;71;583;280;73;14;2154;313;322;559;425;282;253;0
QP093030;10654;29350;54857;Épinay-sur-Seine;52,8;40,2;38,7;13,2;13,8;2,4;30;5,9;25,2;25;3065;7743;694;1270;164;937;433;211;20;3564;573;583;865;685;461;397;0
QP093031;11390;29350;54857;Épinay-sur-Seine;52,5;40,5;39,7;15,2;15,7;2,3;26,2;8,5;27,9;27,5;2531;7400;557;789;152;1033;488;86;45;3666;532;534;961;753;482;404;0
QP093032;1450;5570;6982;L'Île-Saint-Denis;54,7;37,6;36,6;17,6;19,6;1,8;35,5;5,6;21,9;21,8;424;1022;94;194;28;108;53;18;;458;63;73;106;94;71;51;0
QP093033;2636;5570;6982;L'Île-Saint-Denis;50,9;37,8;36,1;13;13,1;2,4;29,9;5,3;24,3;23,6;713;1826;142;298;37;236;108;23;11;836;136;126;207;156;122;89;0
QP093034;1484;5570;6982;L'Île-Saint-Denis;53,2;39;33,6;17,4;18,7;1,8;30,3;5;25,3;25,2;459;1109;115;199;32;113;61;15;;501;58;68;126;114;75;60;0
QP093035;9998;36012;64824;Pierrefitte-sur-Seine, Stains;52,2;41,5;41,1;13,2;13,6;2,7;26,3;8;31,9;30,4;2977;8275;657;993;197;1130;479;132;21;3965;679;662;1038;721;478;387;0
